customer_id,customer_name,street_address,city,zipcode,county,region,viewing_frequency,Total_No_of_Shows,total_view_duration,total_no_of_shows,churn
47294,49199,18408,2049,97080,629,4,0,14.467085191269655,,,0
29984,6685,2374,5619,48192,1003,1,0,14.467085191269655,,,0
35966,49249,12426,981,44130,241,1,0,14.467085191269655,,,0
21396,9865,5370,1907,21057,48,0,183,29.0,8561.0,29.0,0
34863,47170,34505,2339,77009,410,3,0,14.467085191269655,,,0
12392,11245,5779,36,94501,8,4,115,16.0,3580.0,16.0,1
9655,10893,17265,645,86442,612,3,0,14.467085191269655,,,1
7499,49339,30756,2740,77573,351,3,0,14.467085191269655,,,1
49338,36371,13085,1580,75119,308,3,0,14.467085191269655,,,0
7754,10009,3546,4440,92126,823,4,0,14.467085191269655,,,1
12659,12826,26938,5446,21157,153,0,120,12.0,5598.0,12.0,1
43397,27873,49218,4546,98115,491,4,0,14.467085191269655,,,0
24037,7983,30257,812,13035,560,0,0,14.467085191269655,,,1
7294,24550,3027,2339,77055,410,3,0,14.467085191269655,,,0
48384,205,27990,5433,6498,598,0,0,14.467085191269655,,,0
12614,44366,25935,1771,76109,928,3,92,14.0,4425.0,14.0,0
46663,43901,5605,2277,11741,910,0,0,14.467085191269655,,,0
18898,18573,43989,4790,22153,318,0,136,14.0,7459.0,14.0,0
4314,49450,1378,2593,98033,491,4,97,9.0,4041.0,9.0,1
30472,43906,28308,1336,2122,910,0,0,14.467085191269655,,,1
19096,14044,14783,1304,48221,1003,1,32,3.0,1818.0,3.0,0
9800,26358,10135,1166,77532,410,3,0,14.467085191269655,,,1
20206,2041,3375,1056,43201,339,1,143,13.0,6625.0,13.0,1
28915,37136,43224,742,8204,149,0,0,14.467085191269655,,,0
22877,38370,46878,399,90211,548,4,5,2.0,169.0,2.0,1
18095,27887,37407,3192,94941,569,4,130,15.0,5738.0,15.0,0
16544,17122,18940,1788,11010,635,0,116,14.0,4976.0,14.0,0
23155,35369,2553,4063,97220,629,4,104,14.0,5087.0,14.0,0
33544,40380,19249,4063,4101,237,0,0,14.467085191269655,,,0
8182,12213,38029,4444,91776,548,4,0,14.467085191269655,,,0
26556,14213,43510,3906,61615,713,1,0,14.467085191269655,,,1
17944,43892,27570,3511,23606,650,0,10,1.0,585.0,1.0,1
26778,20295,17942,3718,32817,679,2,0,14.467085191269655,,,0
18362,26328,5887,5244,76701,585,3,51,6.0,2408.0,6.0,1
32073,3564,27028,46,87110,80,3,0,14.467085191269655,,,0
44997,9348,18378,562,8723,664,0,0,14.467085191269655,,,0
17594,33300,13404,2339,77057,410,3,2,1.0,58.0,1.0,1
27075,7423,11876,4269,14612,616,0,0,14.467085191269655,,,0
36892,3492,18169,2404,46228,570,1,0,14.467085191269655,,,0
18764,19220,34501,2856,90808,548,4,113,14.0,4874.0,14.0,0
47894,29610,18716,4477,91350,548,4,0,14.467085191269655,,,0
21181,14876,32976,2339,77059,410,3,117,14.0,4793.0,14.0,0
29497,4984,7736,373,94709,8,4,0,14.467085191269655,,,1
28230,720,402,4693,8876,873,0,0,14.467085191269655,,,0
17048,43677,38857,3563,93643,559,4,40,4.0,1467.0,4.0,1
31136,36544,33408,2726,85339,568,3,0,14.467085191269655,,,1
30650,34408,28325,5038,43606,551,1,0,14.467085191269655,,,0
44814,9622,28979,215,78745,947,3,0,14.467085191269655,,,0
30877,32933,27386,2471,11753,635,0,0,14.467085191269655,,,1
38240,39385,45226,981,44129,241,1,0,14.467085191269655,,,0
20005,49047,40309,3954,33781,727,2,97,14.0,4364.0,14.0,0
21176,22375,31382,4063,97209,629,4,128,14.0,6862.0,14.0,0
32577,3001,6833,5268,21793,340,0,0,14.467085191269655,,,0
38526,47346,29397,2892,80027,101,3,0,14.467085191269655,,,0
17159,12156,24850,1747,80525,519,3,134,14.0,6050.0,14.0,0
24330,42664,47822,3528,46060,394,1,0,14.467085191269655,,,0
47440,36513,46546,595,10708,1010,0,0,14.467085191269655,,,0
28900,30840,22933,4780,77373,410,3,0,14.467085191269655,,,0
42145,43560,46936,5112,35405,955,2,0,14.467085191269655,,,0
869,1258,9499,4537,77586,410,3,137,13.0,6370.0,13.0,0
28088,31236,1991,2202,14467,616,0,0,14.467085191269655,,,0
12528,40068,236,3507,6111,413,0,16,2.0,802.0,2.0,1
45863,18860,10718,68,48101,1003,1,0,14.467085191269655,,,0
17746,20573,3086,5337,14572,904,0,169,28.0,7497.0,28.0,1
8976,31801,32032,2881,90063,548,4,0,14.467085191269655,,,0
46801,11609,8510,4440,92129,823,4,0,14.467085191269655,,,0
23472,11821,19646,215,78734,947,3,26,1.0,1564.0,1.0,1
45942,16083,46727,343,98004,491,4,0,14.467085191269655,,,0
23075,30895,15654,385,60402,221,1,162,19.0,8770.0,19.0,1
42139,16515,37659,2095,14075,315,0,0,14.467085191269655,,,0
17606,46376,14337,4948,33647,432,2,107,14.0,4615.0,14.0,0
47978,18620,4582,3224,55416,422,1,0,14.467085191269655,,,0
33442,45356,39915,3640,94610,8,4,0,14.467085191269655,,,0
9507,631,46663,1577,80112,27,3,0,14.467085191269655,,,0
19299,27127,23845,381,80513,519,3,150,16.0,7466.0,16.0,1
7543,38456,27390,4390,63304,882,1,0,14.467085191269655,,,0
25840,31040,45811,4145,90275,548,4,0,14.467085191269655,,,1
20302,17935,35575,2398,32903,108,2,31,3.0,1720.0,3.0,1
4559,43002,27874,1783,19945,916,0,200,25.0,8581.0,25.0,0
48382,28739,29076,2643,94549,220,4,0,14.467085191269655,,,0
37776,22171,27163,3213,53211,603,1,0,14.467085191269655,,,0
18383,14001,26471,602,11234,495,0,69,13.0,2555.0,13.0,0
44253,35348,44150,59,22315,318,0,0,14.467085191269655,,,0
31703,40244,232,2944,53706,246,1,0,14.467085191269655,,,1
39199,34144,27156,5514,23188,464,0,0,14.467085191269655,,,0
34205,22144,37047,2199,89014,193,4,0,14.467085191269655,,,0
14467,34607,40033,4063,97239,629,4,4,2.0,140.0,2.0,1
48339,36203,2750,4840,67669,803,1,0,14.467085191269655,,,0
6520,15037,9658,1932,60025,221,1,0,14.467085191269655,,,1
46873,40843,14181,1317,79027,160,3,0,14.467085191269655,,,0
37188,41160,23789,3579,44070,241,1,0,14.467085191269655,,,0
5162,42185,36012,2689,90712,548,4,0,14.467085191269655,,,0
41790,27244,40472,5620,7481,76,0,0,14.467085191269655,,,0
157,29946,43586,1897,95020,836,4,102,11.0,4368.0,11.0,1
11135,7872,19360,2111,93230,495,4,0,14.467085191269655,,,1
23834,25380,29073,2339,77039,410,3,120,13.0,5302.0,13.0,0
47407,44386,8258,2809,93247,951,4,0,14.467085191269655,,,0
1813,4774,13743,835,11934,910,0,244,26.0,12193.0,26.0,0
26023,16190,1841,4447,95117,836,4,0,14.467085191269655,,,0
25724,49305,37839,5098,85711,725,3,0,14.467085191269655,,,0
43804,6171,15951,1056,43214,339,1,0,14.467085191269655,,,0
36746,35393,24860,199,30315,346,2,0,14.467085191269655,,,0
25962,5191,40073,910,95928,135,4,0,14.467085191269655,,,0
17762,21913,3930,1680,32034,635,2,136,14.0,5157.0,14.0,1
24510,18646,16923,5530,28401,642,2,0,14.467085191269655,,,0
26795,49080,10245,1202,77429,410,3,0,14.467085191269655,,,0
20074,6515,46246,4440,92122,823,4,132,11.0,4852.0,11.0,0
784,10899,30738,3718,32804,679,2,82,14.0,3598.0,14.0,0
1382,2707,42761,2683,33810,736,2,271,28.0,12375.0,28.0,0
3421,42704,16346,3221,76067,696,3,5,1.0,214.0,1.0,1
46350,36457,10605,4731,53172,603,1,0,14.467085191269655,,,0
9682,3196,33746,2134,17109,252,0,0,14.467085191269655,,,0
14598,22672,15508,4055,53074,693,1,245,26.0,10591.0,26.0,0
7932,1289,29486,2600,27949,249,2,0,14.467085191269655,,,1
38074,4424,22161,3158,70003,468,2,0,14.467085191269655,,,1
37502,19574,22662,1771,76132,928,3,0,14.467085191269655,,,0
8989,42648,23556,4340,78665,1027,3,0,14.467085191269655,,,1
49094,1973,34159,2598,34746,684,2,0,14.467085191269655,,,0
26997,28019,13097,4063,97215,629,4,0,14.467085191269655,,,1
19196,19536,1846,1798,22407,881,0,124,15.0,6483.0,15.0,0
7152,6962,43014,3692,98501,936,4,0,14.467085191269655,,,0
38363,209,47191,2829,80129,285,3,0,14.467085191269655,,,0
11308,27118,17169,5545,25213,760,2,0,14.467085191269655,,,1
40908,6229,350,4511,4074,237,0,0,14.467085191269655,,,1
9026,40077,23347,4790,1104,395,0,0,14.467085191269655,,,0
2512,33514,19664,3268,91755,548,4,121,14.0,5965.0,14.0,0
17067,43007,23415,1649,22042,318,0,218,29.0,10506.0,29.0,0
32147,15554,32079,434,20710,755,0,0,14.467085191269655,,,0
4462,2424,22690,251,12019,841,0,205,26.0,8704.0,26.0,0
4715,20150,9592,4877,23434,909,0,99,13.0,5213.0,13.0,0
3775,29503,1604,303,77523,168,3,112,14.0,4977.0,14.0,0
28189,20540,15506,4736,91030,548,4,0,14.467085191269655,,,0
21264,42890,19688,5056,66611,859,1,70,13.0,2833.0,13.0,0
12469,21476,40680,900,5143,1031,0,122,16.0,5932.0,16.0,1
44532,18920,25980,2635,91750,548,4,0,14.467085191269655,,,0
29748,25489,40258,4639,20904,620,0,0,14.467085191269655,,,0
13467,2788,26195,312,77701,467,3,164,19.0,7718.0,19.0,1
43586,38824,32874,2339,77035,410,3,0,14.467085191269655,,,0
1976,44339,1398,3675,66061,471,1,29,4.0,1300.0,4.0,1
36583,7776,3955,3966,8854,598,0,0,14.467085191269655,,,0
32324,38274,42878,2101,46324,511,1,0,14.467085191269655,,,1
22118,28433,11569,4053,34953,892,2,214,29.0,8468.0,29.0,0
3306,13486,38312,1187,90230,548,4,28,5.0,1082.0,5.0,0
41457,12772,22393,739,33993,526,2,0,14.467085191269655,,,0
26849,48786,45397,1897,95020,836,4,0,14.467085191269655,,,0
10471,29480,41687,5210,60061,511,1,0,14.467085191269655,,,1
20244,17890,10162,1725,92336,822,4,10,1.0,586.0,1.0,1
30507,36401,11581,4097,84501,150,3,0,14.467085191269655,,,0
27000,32376,12305,2830,32060,918,2,0,14.467085191269655,,,0
27203,5465,34186,5062,90503,548,4,0,14.467085191269655,,,1
22779,36123,3172,3038,63043,891,1,91,8.0,4272.0,8.0,1
23490,15148,36197,3923,49770,312,1,111,15.0,5613.0,15.0,0
40566,22645,45172,5638,3909,1050,0,0,14.467085191269655,,,0
39084,26297,26564,3400,43830,631,1,0,14.467085191269655,,,0
47138,10486,29940,4433,84129,548,3,0,14.467085191269655,,,0
33274,24504,42358,1733,11375,763,0,0,14.467085191269655,,,1
26536,29197,37383,3502,43832,956,1,0,14.467085191269655,,,0
30339,47429,36160,721,43110,339,1,0,14.467085191269655,,,0
26156,9772,39016,2148,2645,51,0,0,14.467085191269655,,,1
12384,46305,47518,2878,22079,318,0,195,17.0,9558.0,17.0,1
31242,2597,33218,1635,22033,318,0,0,14.467085191269655,,,1
12267,15436,1500,1826,34731,511,2,110,14.0,5295.0,14.0,0
7435,41810,1255,3816,45877,760,1,0,14.467085191269655,,,1
45453,18871,42515,4220,23220,785,0,0,14.467085191269655,,,0
17247,11443,20812,3934,85028,568,3,146,20.0,6437.0,20.0,1
13096,9619,41978,1601,80517,519,3,191,29.0,8298.0,29.0,0
12894,25732,5055,2505,60901,481,1,117,14.0,5186.0,14.0,0
48358,32001,5894,3038,63043,891,1,0,14.467085191269655,,,0
7703,35719,21807,3156,85209,568,3,0,14.467085191269655,,,0
37753,20011,22672,252,12020,841,0,0,14.467085191269655,,,1
2170,38894,37755,1967,22942,550,0,139,14.0,7196.0,14.0,0
19893,30879,7546,4943,96148,733,4,240,24.0,10580.0,24.0,1
41822,31397,14990,103,79124,745,3,0,14.467085191269655,,,0
45435,25159,12950,5398,6119,413,0,0,14.467085191269655,,,0
24831,46995,4656,3011,54227,566,1,0,14.467085191269655,,,0
35502,9642,33388,1503,92243,454,4,0,14.467085191269655,,,1
39407,27668,7343,4440,92130,823,4,0,14.467085191269655,,,0
45259,8603,37860,2199,89015,193,4,0,14.467085191269655,,,0
28102,11693,40581,2339,77020,410,3,0,14.467085191269655,,,0
4694,24949,8221,2819,85340,568,3,26,3.0,1468.0,3.0,1
17673,43480,26749,1053,59912,330,4,25,2.0,702.0,2.0,0
20505,44244,13162,373,94703,8,4,142,13.0,7558.0,13.0,0
18361,18639,999,2606,21758,340,0,114,14.0,4516.0,14.0,0
45245,40972,3698,2126,28634,458,2,0,14.467085191269655,,,0
8129,13029,24321,1752,33312,119,2,0,14.467085191269655,,,0
15712,1188,12757,2076,91745,548,4,150,14.0,7261.0,14.0,0
16219,35998,12115,2322,12533,294,0,217,29.0,9823.0,29.0,0
24637,25771,40467,4879,77479,336,3,0,14.467085191269655,,,0
38562,29165,48521,3082,46055,398,1,0,14.467085191269655,,,0
27325,40991,40127,2689,98499,723,4,0,14.467085191269655,,,0
39294,33455,16218,2215,34442,190,2,0,14.467085191269655,,,0
4110,31858,328,4707,5403,186,0,250,26.0,11468.0,26.0,0
44939,16883,4438,5164,94591,872,4,0,14.467085191269655,,,0
16227,9820,42732,641,14217,315,0,252,24.0,11662.0,24.0,1
32099,37125,12218,5238,93291,951,4,0,14.467085191269655,,,1
1444,23293,5638,739,33990,526,2,252,30.0,11212.0,30.0,0
239,1253,28482,2446,32208,295,2,110,14.0,5083.0,14.0,0
32417,6941,13671,4217,53076,996,1,0,14.467085191269655,,,1
30280,33532,22101,2741,78641,1027,3,0,14.467085191269655,,,0
12422,48833,29564,2709,56461,442,1,219,25.0,9234.0,25.0,0
11427,25930,42385,3431,43054,339,1,0,14.467085191269655,,,0
2038,521,6694,4868,24477,40,0,82,13.0,4048.0,13.0,1
17163,8363,33270,342,7109,317,0,169,14.0,7998.0,14.0,0
5730,1326,48868,2339,77012,410,3,0,14.467085191269655,,,1
6902,43053,41217,5307,48095,557,1,0,14.467085191269655,,,0
31765,25060,40052,2339,77016,410,3,0,14.467085191269655,,,0
20837,20342,24324,3213,53222,603,1,132,13.0,6341.0,13.0,1
25601,46264,24975,211,30906,786,2,0,14.467085191269655,,,0
41919,17464,6853,739,33914,526,2,0,14.467085191269655,,,0
49369,43393,31775,3433,2744,111,0,0,14.467085191269655,,,0
30210,44528,5667,3852,77506,410,3,0,14.467085191269655,,,1
9035,36545,32330,2881,90065,548,4,0,14.467085191269655,,,0
19176,33288,37487,755,92008,823,4,233,25.0,10018.0,25.0,0
5037,46557,28409,5238,93277,951,4,99,14.0,4548.0,14.0,0
36023,23902,27907,1783,19945,916,0,0,14.467085191269655,,,0
35451,5253,42697,1571,23847,313,0,0,14.467085191269655,,,0
24161,19011,33327,1591,92025,823,4,0,14.467085191269655,,,1
10833,43880,16636,4576,37862,854,2,0,14.467085191269655,,,0
28064,4514,16544,165,76012,928,3,0,14.467085191269655,,,1
18237,32511,46351,178,80004,467,3,71,10.0,2677.0,10.0,0
15839,1994,35475,2372,77340,985,3,31,3.0,1669.0,3.0,0
6226,17349,12658,2377,84737,996,3,0,14.467085191269655,,,0
3389,40062,23816,5419,33401,695,2,140,14.0,7367.0,14.0,0
2944,42748,35349,170,21012,23,0,122,14.0,4813.0,14.0,0
22741,36929,11893,3180,79705,599,3,93,14.0,3808.0,14.0,1
46693,45252,35063,1363,43017,339,1,0,14.467085191269655,,,0
2937,2336,39011,1116,10567,1010,0,93,14.0,4535.0,14.0,0
38550,3425,28649,1187,90232,548,4,0,14.467085191269655,,,1
16358,30455,23239,2711,33778,727,2,41,9.0,2032.0,9.0,1
49610,4866,44845,1028,14033,315,0,0,14.467085191269655,,,0
5461,22232,9308,2398,32903,108,2,0,14.467085191269655,,,1
18294,5836,1253,5594,24381,153,0,114,14.0,5273.0,14.0,0
28378,44143,8211,1890,98332,723,4,0,14.467085191269655,,,0
12491,19792,6478,3570,91605,548,4,110,12.0,5767.0,12.0,0
7293,21806,42952,3954,33781,727,2,0,14.467085191269655,,,0
3407,11354,28607,5186,98663,193,4,43,3.0,2452.0,3.0,1
25570,43637,34653,5172,57068,606,1,0,14.467085191269655,,,0
19095,14596,49660,4969,7666,76,0,219,22.0,10790.0,22.0,1
4182,20880,37955,2134,17111,252,0,227,29.0,10012.0,29.0,0
27310,3502,216,2654,92530,792,4,0,14.467085191269655,,,0
30743,26193,43015,163,54613,2,1,0,14.467085191269655,,,0
42059,31922,16736,181,20147,549,0,0,14.467085191269655,,,0
6346,43789,36838,1278,33484,695,2,0,14.467085191269655,,,1
21270,9119,35006,2024,80634,1007,3,123,13.0,5719.0,13.0,0
29311,43885,16161,4691,8244,38,0,0,14.467085191269655,,,0
38228,40814,13928,5093,97062,996,4,0,14.467085191269655,,,0
14107,49355,40111,2802,48146,1003,1,119,11.0,5318.0,11.0,0
7161,38152,23737,1758,33916,526,2,0,14.467085191269655,,,1
11,29085,32598,2070,32563,839,2,229,25.0,11203.0,25.0,0
41454,41765,42800,2881,90049,548,4,0,14.467085191269655,,,0
34115,6169,1977,3047,11758,635,0,0,14.467085191269655,,,1
47772,3744,44420,373,94705,8,4,0,14.467085191269655,,,0
21750,8188,559,4963,76574,1027,3,188,26.0,8552.0,26.0,0
11595,12693,44203,3613,6851,319,0,0,14.467085191269655,,,1
43825,33398,47046,4873,7876,625,0,0,14.467085191269655,,,1
47012,31374,18467,1472,48021,557,1,0,14.467085191269655,,,0
28586,5040,37526,5572,12998,317,0,0,14.467085191269655,,,1
11770,28998,42904,791,13744,117,0,0,14.467085191269655,,,1
40514,9535,16823,654,76028,471,3,0,14.467085191269655,,,1
41902,33151,8047,3665,21113,23,0,0,14.467085191269655,,,0
44959,10447,22551,2354,77336,410,3,0,14.467085191269655,,,0
8559,43514,41255,3725,95966,135,4,0,14.467085191269655,,,0
16877,42830,17887,3510,28570,156,2,71,12.0,3396.0,12.0,1
31552,19518,7261,3905,32506,316,2,0,14.467085191269655,,,0
47860,6886,45175,146,54914,690,1,0,14.467085191269655,,,0
533,24795,17653,3368,47304,268,1,50,11.0,1995.0,11.0,0
47462,27712,22956,3640,94607,8,4,0,14.467085191269655,,,0
32856,27379,23872,3530,85621,837,3,0,14.467085191269655,,,0
48234,35920,36878,2881,90024,548,4,0,14.467085191269655,,,0
46542,20,1889,3920,94954,875,4,0,14.467085191269655,,,0
9673,4844,14694,4414,55105,767,1,0,14.467085191269655,,,0
15962,29276,969,3184,84047,819,3,86,7.0,4358.0,7.0,1
38866,12397,5145,3213,53224,603,1,0,14.467085191269655,,,0
44243,48325,29046,5307,20007,277,0,0,14.467085191269655,,,1
27200,20283,38245,2339,77016,410,3,0,14.467085191269655,,,0
21911,4561,5979,3701,91762,822,4,215,29.0,8840.0,29.0,0
22652,14909,21965,1260,32435,989,2,213,27.0,9820.0,27.0,1
16698,28695,33892,1573,91316,548,4,297,29.0,13245.0,29.0,0
35802,11998,39538,3761,13827,938,0,0,14.467085191269655,,,0
15627,20780,8409,4433,84103,819,3,104,13.0,4159.0,13.0,0
8463,11389,14180,4340,78681,1027,3,0,14.467085191269655,,,0
34755,41101,20323,5048,8757,664,0,0,14.467085191269655,,,0
17115,2816,36150,4019,33067,119,2,97,14.0,3628.0,14.0,0
25341,23528,6997,5423,95691,1049,4,0,14.467085191269655,,,0
14683,18574,13452,3779,29728,182,2,166,25.0,8454.0,25.0,0
18560,39884,34354,2757,33973,526,2,254,27.0,11257.0,27.0,0
5327,31845,24276,5443,44145,241,1,0,14.467085191269655,,,0
26438,48680,33293,2474,7310,443,0,0,14.467085191269655,,,1
9141,40543,1810,376,21811,1037,0,0,14.467085191269655,,,0
41655,38666,24713,4546,98109,491,4,0,14.467085191269655,,,1
46031,30345,26500,2892,40241,467,2,0,14.467085191269655,,,0
34235,46368,40260,2643,94549,220,4,0,14.467085191269655,,,1
49221,36209,14579,5304,46580,503,1,0,14.467085191269655,,,0
34495,12682,9275,5496,76692,431,3,0,14.467085191269655,,,1
15359,5224,37618,794,80104,285,3,102,10.0,5542.0,10.0,1
18124,48411,31215,3852,91101,548,4,182,19.0,7914.0,19.0,1
13831,20957,4707,4317,28382,820,2,201,26.0,8977.0,26.0,0
32784,4482,31143,641,14211,315,0,0,14.467085191269655,,,0
3530,18086,41168,2326,23395,0,0,226,24.0,10260.0,24.0,1
46397,33118,5976,3158,70005,468,2,0,14.467085191269655,,,0
5000,4128,11022,1248,48126,1003,1,215,28.0,9437.0,28.0,0
32972,38142,43742,4443,94103,824,4,0,14.467085191269655,,,0
3413,35535,43584,2856,90804,548,4,99,13.0,5025.0,13.0,1
8894,18217,43866,5334,43567,346,1,0,14.467085191269655,,,0
18868,40644,11101,1451,61611,930,1,182,27.0,8086.0,27.0,0
2723,23820,21288,2680,60047,511,1,129,14.0,5041.0,14.0,0
19512,9937,33423,3257,28112,961,2,89,13.0,3572.0,13.0,0
42905,28865,21579,2121,90710,548,4,0,14.467085191269655,,,0
25017,31770,19495,1110,92883,792,4,0,14.467085191269655,,,0
49156,29154,21449,4867,34996,573,2,0,14.467085191269655,,,0
21540,7964,16320,165,22201,29,0,174,24.0,6825.0,24.0,1
15894,3189,19245,4179,96003,857,4,128,13.0,5425.0,13.0,0
30950,11615,11907,4780,77386,620,3,0,14.467085191269655,,,0
40545,42110,34037,1633,30213,346,2,0,14.467085191269655,,,0
27928,15340,34045,4824,20165,549,0,0,14.467085191269655,,,0
38359,13786,27469,5289,98951,1044,4,0,14.467085191269655,,,1
23148,29447,36927,1358,24549,731,0,149,14.0,6978.0,14.0,0
43520,183,47000,4443,94114,824,4,0,14.467085191269655,,,1
22676,43642,49003,3388,83686,147,4,263,29.0,13036.0,29.0,0
46642,44662,2556,4927,97386,540,4,0,14.467085191269655,,,0
48561,7956,45191,1771,76140,928,3,0,14.467085191269655,,,0
26393,34271,46137,2382,2601,51,0,0,14.467085191269655,,,1
5418,40683,4403,4733,11420,763,0,0,14.467085191269655,,,0
21260,21551,27162,942,45211,394,1,138,14.0,6628.0,14.0,0
27204,11130,40945,3786,60067,221,1,0,14.467085191269655,,,1
4751,40848,6545,4414,55124,243,1,65,6.0,2947.0,6.0,1
26814,20518,8784,416,13901,117,0,0,14.467085191269655,,,1
210,20994,3668,1356,78620,416,3,1,1.0,0.0,1.0,1
21676,29676,23313,277,2806,111,0,234,28.0,9478.0,28.0,0
5230,5437,33951,1068,59826,607,4,0,14.467085191269655,,,0
19485,49530,15082,3015,43302,570,1,114,13.0,4448.0,13.0,1
20319,32718,29874,3657,19970,916,0,145,14.0,6504.0,14.0,0
30327,25098,8049,33,44320,912,1,0,14.467085191269655,,,1
39519,23437,48504,1859,27529,983,2,0,14.467085191269655,,,0
18509,25358,8481,2446,32220,295,2,103,14.0,4444.0,14.0,0
35480,18422,7862,4731,53172,603,1,0,14.467085191269655,,,1
33826,25351,49556,874,28277,591,2,0,14.467085191269655,,,0
26631,33849,13414,3608,91325,548,4,0,14.467085191269655,,,0
1039,11456,19483,732,30114,180,2,108,13.0,5600.0,13.0,0
28715,2719,37719,5439,43081,339,1,0,14.467085191269655,,,0
27384,16161,296,5262,4572,539,0,0,14.467085191269655,,,0
42578,18701,44086,3994,84062,963,3,0,14.467085191269655,,,0
20728,22314,22831,5001,37179,1027,2,173,21.0,8066.0,21.0,1
28810,41475,31450,5098,85714,725,3,0,14.467085191269655,,,0
3393,30339,25698,2669,48362,663,1,62,11.0,2618.0,11.0,1
24931,21094,30666,2881,90037,548,4,0,14.467085191269655,,,1
25171,39889,16431,3711,97045,191,4,0,14.467085191269655,,,1
48107,21885,3395,4269,14608,616,0,0,14.467085191269655,,,0
16747,44310,31834,3103,75071,211,3,226,28.0,11054.0,28.0,0
37423,46718,16165,1475,7724,613,0,0,14.467085191269655,,,0
36125,21982,48085,2082,21740,996,0,0,14.467085191269655,,,0
6553,17840,48751,2339,77047,410,3,0,14.467085191269655,,,1
17575,47561,48278,4063,97205,629,4,119,19.0,5341.0,19.0,1
13222,46836,10630,2041,29607,383,2,125,14.0,5211.0,14.0,0
21872,23718,37536,5183,91411,548,4,2,1.0,110.0,1.0,1
35195,14146,47877,4457,90731,548,4,0,14.467085191269655,,,1
19980,26681,10167,3675,66062,471,1,76,7.0,3348.0,7.0,1
43536,45698,27647,3987,75075,211,3,0,14.467085191269655,,,1
49686,5686,42611,5577,59201,804,4,0,14.467085191269655,,,0
46142,12349,19957,3706,32073,196,2,0,14.467085191269655,,,0
20513,13935,17132,1193,95014,836,4,43,5.0,1488.0,5.0,1
17368,20759,24347,3630,98277,460,4,112,14.0,3358.0,14.0,0
12154,4277,45400,4546,98109,491,4,140,14.0,6667.0,14.0,0
27014,43232,16807,4923,43558,551,1,0,14.467085191269655,,,1
20375,17638,28470,5231,8361,237,0,211,29.0,9272.0,29.0,0
13823,45324,19771,4219,99354,74,4,246,27.0,10637.0,27.0,0
38952,2918,10124,1508,79928,304,3,0,14.467085191269655,,,0
22123,39413,940,5556,27101,335,2,10,1.0,582.0,1.0,1
33578,28993,44529,562,8723,664,0,0,14.467085191269655,,,0
4980,3539,35952,2976,66503,787,1,120,15.0,5759.0,15.0,0
42927,36599,10277,2983,44904,783,1,0,14.467085191269655,,,1
28190,34750,26728,1185,22701,236,0,0,14.467085191269655,,,0
25513,39883,23144,4113,84604,963,3,0,14.467085191269655,,,1
41260,42525,36232,3382,29579,440,2,0,14.467085191269655,,,0
3271,19983,30461,5567,53965,842,1,116,14.0,5184.0,14.0,0
16230,41089,4640,2881,90037,548,4,3,1.0,117.0,1.0,0
36744,23344,45588,4615,96088,857,4,0,14.467085191269655,,,0
36852,48684,10500,3547,98045,491,4,0,14.467085191269655,,,0
1960,41262,36906,1142,2920,757,0,14,3.0,500.0,3.0,0
17170,48425,21916,331,59714,349,4,94,11.0,4475.0,11.0,0
27960,17137,28363,2654,92532,792,4,0,14.467085191269655,,,0
39143,35266,7741,732,44710,897,1,0,14.467085191269655,,,0
22601,45782,29881,170,63010,467,1,271,29.0,12381.0,29.0,0
13348,3955,7479,5237,23454,977,0,51,7.0,2003.0,7.0,1
29349,11420,12215,1494,29438,172,2,0,14.467085191269655,,,0
12095,29586,7221,1769,46802,17,1,3,1.0,109.0,1.0,1
37800,43220,22901,1785,28734,558,2,0,14.467085191269655,,,0
30810,12404,27700,3725,95966,135,4,0,14.467085191269655,,,0
33446,26823,46155,4775,99208,880,4,0,14.467085191269655,,,0
453,34288,25675,2041,75402,447,3,230,26.0,8854.0,26.0,1
7689,48395,45885,1174,76036,928,3,0,14.467085191269655,,,1
7765,30853,13981,4327,48066,557,1,0,14.467085191269655,,,0
12904,4429,35123,3054,7747,613,0,125,14.0,6121.0,14.0,0
30114,20533,42067,4417,33702,727,2,0,14.467085191269655,,,1
28329,19074,25049,5237,23456,977,0,0,14.467085191269655,,,0
17890,34876,46783,4583,55379,849,1,169,14.0,7763.0,14.0,0
26416,29787,6771,3777,91331,548,4,0,14.467085191269655,,,1
35471,23787,33665,726,44406,561,1,0,14.467085191269655,,,0
28080,13921,28499,1510,90245,548,4,0,14.467085191269655,,,0
33437,10500,29418,4447,95117,836,4,0,14.467085191269655,,,0
17837,10182,17235,2044,29646,384,2,96,14.0,4276.0,14.0,0
15564,27002,35429,4746,53587,508,1,93,14.0,3389.0,14.0,0
47076,13727,30151,68,48101,1003,1,0,14.467085191269655,,,0
23312,36451,1630,5098,85719,725,3,118,14.0,4359.0,14.0,0
45370,8463,43455,4546,98108,491,4,0,14.467085191269655,,,0
33064,40103,33533,1922,91204,548,4,0,14.467085191269655,,,0
27943,45014,3269,5419,33407,695,2,0,14.467085191269655,,,0
31138,8718,23589,4440,92123,823,4,0,14.467085191269655,,,0
40829,39991,44836,4790,22153,318,0,0,14.467085191269655,,,0
20697,41922,32003,2449,88252,524,3,108,14.0,5525.0,14.0,0
